,Page,Country,ORES_predicted_class,Region,Region Population mid-2018 (millions),Population mid-2018 (millions)
11943,María Isabel Merlo Talavera,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11944,María Isabel Pérez Santos,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11945,María Isabel Reyes García,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11946,María Izaguirre Francos,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11947,María Jiménez del Castillo,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11948,María Leticia Jasso,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11949,María Leticia Mendoza Curiel,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11950,María Lucero Saldaña,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11951,María Martínez Santillán,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11952,María Mendoza Sánchez,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11953,María Pariente Gavito,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11954,María Parra Becerra,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11955,María Patricia Franco Cruz,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11956,María Pineda Gochi,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11957,María Ramírez Diez,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11958,María Reynoso Femat,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11959,María Rodríguez Preciado,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11960,María Serrano Serrano,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11961,María Teodora Arrieta,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11962,María Teresa Ochoa Mejía,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11963,María Teresa Álvarez Vázquez,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11964,María Torre Canales,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11965,María Urciel Castañeda,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11966,María Verónica Martínez Espinoza,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11967,María Victoria Gutiérrez Lagunes,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11968,María Villaseñor Vargas,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11969,María Yolanda Valencia Vales,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11970,María de Jesús Huerta,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11971,María de Lourdes Amaya,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11972,María de las Nieves García,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11973,María de los Ángeles Moreno,Mexico,Start,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11974,María del Carmen Ordaz,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11975,María del Carmen Parra Jiménez,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11976,María del Carmen Ramírez,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11977,María del Carmen Salvatori Bronca,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11978,María del Rosario Merlín,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11979,María Ávila Serna,Mexico,Start,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11980,May Hansen,Norway,Stub,EUROPE,746,5.3
11981,Mayra Gisela Peñuelas Acuña,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11982,Mayra Karina Robles Aguirre,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11983,Mayra Valdés González,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11984,Mely Romero Celis,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11985,Mercedes Guillén Vicente,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11986,Mercedes Morales Utrera,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11987,Merilyn Gómez Pozos,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11988,Mette Hanekamhaug,Norway,Start,EUROPE,746,5.3
11989,Micaela Aguilar González,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11990,Minerva Hernández Ramos,Mexico,Start,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11991,Miriam Cárdenas Cantú,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11992,Miriam Cárdenas de la Torre,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11993,Mirna Camacho Pedrero,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11994,Mirna Esmeralda Hernández,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11995,Mirna Rincón Vargas,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11996,Mirna Velázquez López,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11997,Mónica Arriola Gordillo,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11998,Mónica Fernández Balboa,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
11999,Nancy González Ulloa,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12000,Narcedalia Ramírez,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12001,Nelly Campos,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12002,Nelly González Aguilar,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12003,Nelly Hurtado Pérez,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12004,Nelly Márquez Zapata,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12005,Nelly Vargas,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12006,Nohelia Ibarra Fránquez,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12007,Nohelia Linares González,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12008,Norberta Díaz Azuara,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12009,Norma Leticia Salazar Vázquez,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12010,Norma Ponce Orozco,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12011,Norma Reyes Terán,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12012,Nuvia Mayorga Delgado,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12013,Obdulia Torres Abarca,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12014,Ofelia Malcos Amaro,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12015,Olga Luz Espinosa,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12016,Olivia Guillén Padilla,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12017,Olivia Utrilla Nieto,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12018,Omeheira López Reyna,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12019,Oralia López Hernández,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12020,Patricia Aguilar García,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12021,Patricia Chozas y Chozas,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12022,Patricia Jiménez Case,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12023,Patricia Lugo Barriga,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12024,Patricia Peña Recio,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12025,Patricia Retamoza,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12026,Patricia Villanueva Abraján,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12027,Paula Hernández Olmos,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12028,Paulina Alejandra Del Moral,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12029,Paz Gutiérrez Cortina,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12030,Perla López Loyo,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12031,Petra Barrera Barrera,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12032,Pilar Guerrero Rubio,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12033,Prudencia Juárez Capilla,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12034,Purificación Carpinteyro Calderón,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12035,Rannveig Andresen,Norway,Stub,EUROPE,746,5.3
12036,Raquel Jiménez Cerrillo,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
12037,Rebeca Terán Guevara,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
